국가명,영문국가명,ISO코드,대륙명,안전공지_작성일,공지제목,공지내용_텍스트,공지내용_첨부링크,공지유형
레바논,Lebanon,LB,중동,2026-04-09,(레바논) 안전공지,"- 최근 레바논內 안보 상황이 지속적으로 불안정한 가운데, 우리 국민의 안전과 관련하여 유의사항을 아래와 같이 안내드림. - 모든 외국인의 활동은 주재국 법령 및 체류 자격 범위 내에서 이뤄져야 함. 특히, 관광 비자 등 단기 체류자의 경우, 체류 목적을 벗어난 종교 활동은 주재국 법령 위반으로 간주될 수 있으며, 조사•︎벌금•︎체류 자격 취 소 또는 추방 조치로 이어질 수 있음. - 아울러, 현 상황에서는 종교 활동이 지역•︎종파적 긴장과 결부되어 안전상 위험으로 확대될 수 있는 만큼 각별한 주의가 필요함. - 마지막으로, 엄중한 레바논내 정세를 감안해, 현재 가용한 민항편을 통해 조속히 레바논으로부터 출국할 것을 강력히 권고드림.",,장기
레바논,Lebanon,LB,중동,2026-04-08,[안전공지 : 레바논 전역 공습 관련],"[안전공지 : 레바논 전역 공습 관련] 현지 언론에 따르면, 이스라엘군(IDF)은 금 4.8(수) 14:20경 베이루트와 마운트 레바논, 자흘레를 비롯한 레바논 전역에 대해 대대적인 공습을 실시하였습니다. 공습 실시 지역은 베이루트 Al Manara, Bachoura, Dahieh, Salim Slem, Basta, 마운트 레바논 Kayfoun 등을 아우르고 있으며, 공습 규모로 보아 상당수의 인명피해가 예상됩니다. 특히, 베이루트 도심에 대해서는 짧은 시간내 최소 8번 차례 이상의 공습이 사전 예고 없이 이루어져, 극도로 위험한 상황으로 평가됩니다. 금일 네타냐후 이스라엘 총리는 미국-이란간 휴전에도 불구하고 레바논 내 군사 작전은 계속될 것이라고 밝힌 바, 이에 따라 향후 레바논내 공습 및 지상작전 확대될 것이 우려됩니다. 우리 국민께서는 현재 레바논내 사실상 안전이 보장된 곳이 없다는 인식 하에, 신변 안전에 유의하시면서 가용한 민항편을 통해 조속히 출국하시기를 강력히 촉구드립니다. 아울러, 공항 이동시에는 안전 여부를 사전 확인하시고 가급적 대사관에서 제공하는 차량 지원을 받으시기를 권고드립니다. 안전과 관련하여 대사관의 도움이 필요하신 경우 대사관 긴급전화( +96181007497 )로 연락해주시기 바랍니다",,장기
레바논,Lebanon,LB,중동,2026-04-08,[안전 공지],"[안전 공지] - 최근 레바논內 안보 상황이 지속적으로 불안정한 가운데, 우리 국민의 안전과 관련하여 유의사항을 아래와 같이 안내드림. - 모든 외국인의 활동은 주재국 법령 및 체류 자격 범위 내에서 이뤄져야 함. 특히, 관광 비자 등 단기 체류자의 경우, 체류 목적을 벗어난 종교 활동은 주재국 법령 위반으로 간주될 수 있으며, 조사•︎벌금 •︎ 체류 자격 취 소 또는 추방 조치로 이어질 수 있음. - 아울러, 현 상황에서는 종교 활동이 지역•︎종파적 긴장과 결부되어 안전상 위험으로 확대될 수 있는 만큼 각별한 주의가 필요함. - 마지막으로, 엄중한 레바논내 정세를 감안해, 현재 가용한 민항편을 통해 조속히 레바논으로부터 출국할 것을 강력히 권고드림.",,장기
레바논,Lebanon,LB,중동,2026-04-06,[ 안전 공지 ] 레바논내 교통 인프라 및 주요 시설 접근 자제,"[ 안전 공지 ] 레바논내 교통 인프라 및 주요 시설 접근 자제 미국 트럼프 대통령은 4.7(화) 20시(미국 시간)까지 이란이 호르무즈 해협을 개방하지 않을시 이란 내 발전소와 교량 등 주요 기반시설에 대한 공격 가능성을 경고하였으며, 이에 대해 이란측도 중동내 주요 인프라에 대한 보복 공격을 공언한바 있습니다. 최근 레바논 정세가 급격하게 악화되는 가운데, 상기 미국과 이란간 긴장 고조가 레바논에도 영향을 미칠 가능성을 배제할수 없을 것으로 보입니다. 레바논에 여전히 체류 중이신 우리 국민께서는 아래 주요 시설에 대한 접근을 자제하시고, 이동을 최소화하면서 신변안전에 유의하시기 바랍니다. ㅇ 마스나 국경 및 인근 M30 도로 (이스라엘군 소개령 발령) ㅇ 미국 및 UAE 등 걸프 국가 관련 시설 (주레바논미국대사관, 하마트군 기지, AUB, LAU, 미국계 기업 등) ㅇ 레바논내 교량 등 주요 교통 인프라, 발전소 *(참고 / 과거 전쟁시 이스라엘의 공격대상이 되었던 주요 교량) Dahr el Baidar (베이루트-베카간 주요 다리), Damour, khaldeh, Jounieh/Cassino, Nahr Ibrahim, Byblos, Al Madfoun 아울러, 가용한 민항편을 이용해 가급적 조속히 레바논으로부터 출국하실 것을 강력히 권고드립니다. 주레바논대사관 드림",,단기
레바논,Lebanon,LB,중동,2026-04-06,[중요: 안전 공지]Ein Saade 지역 아파트 공습,"안녕하세요. 주레바논대사관입니다. 현지 언론 등에 따르면 금 4.5(일) 저년 9시경 베이루트 근교 Ein Saade 지역 한 아파트에 대한 공습이 이뤄져 사상자가 발생했다고 합니다. 동 지역은 통상 안전하다고 여겨져온 기독교 거주지이며, 최근 이스라엘은 헤즈볼라와 이란 혁명수비대 인원을 겨냥, 특정 지역(기독교 마을 포함)에 국한되지 않고 예고 없는 공습을 진행하고 있습니다. 우리 국민께서는 사실상 레바논내 안전한 지역이 없다는 인식하에 신변 안전에 유의하시기 바라며, 가용한 민항편을 통해 가급적 조속히 출국하실것을 강력히 권고드립니다. 주레바논대사관 드림",,장기
레바논,Lebanon,LB,중동,2026-04-05,마스나 검문소(레바논-시리아 국경) 및 M30 도로 소개령,"4.4(토) 21:30경(현지 시간) 이스라엘군(IDF)은 레바논-시리아 국경의 마스나(Masnaa) 검문소 및 인근 M30 도로 일대를 대상으로 한 공습 계획을 공식적으로 발표하고, 해당 지역을 지도상 특정하여 즉각적인 대피를 촉구했습니다. 이는 단순 경고를 넘어 실제 타격 가능성이 높은 긴급 단계로 평가되며, 특히 베카 동부 및 국경 인접 지역 전반에 걸쳐 안전 상황이 급격히 악화될 가능성을 배제하기 어렵습니다. 이에 따라 우리 국민들께서는 마스나 검문소 및 M30 도로 일대 접근과 통과를 즉시 중단하시고, 이미 인근에 체류 중인 경우에는 지체 없이 안전지역으로 이동하여 주시기 바랍니다. 또한 당분간 베카 동부 및 국경 인접 지역으로의 이동은 전면 자제하고, 야간 이동 및 불필요한 외출을 삼가며, 이동 시에도 군사시설이나 검문소, 차량 집결지 등 잠재적 표적이 될 수 있는 장소는 철저히 회피하시기 바랍니다. 아울러 시리아는 현재 여행금지국가(여행경보 4단계)로 지정되어 있는바, 정부의 사전 허가 없이 입국하거나 체류가 금지되어 있음을 상기드립니다. 안전 확보를 이유로 하더라도 시리아 방향으로의 이동은 안전상 위험을 초래할 수 있음을 각별히 유의해 주시기 바랍니다. 현 상황은 단기간 내 급격히 변화할 수 있는 만큼, 모든 국민들께서는 상황의 엄중함을 인식하고 선제적인 안전 확보 조치를 취해주시기 바랍니다. 공관은 관련 동향을 면밀히 주시하며, 추가적인 변동 사항이 있을 경우 신속히 안내 드릴 예정입니다.",,판단보류
레바논,Lebanon,LB,중동,2026-04-05,[중요: 안전 공지] Ein Saade 지역 아파트 공습,"[중요: 안전 공지] Ein Saade 지역 아파트 공습 현지 언론 등에 따르면 금 4.5(일) 저녁 9시경 베이루트 근교 Ein Saade 지역 한 아파트에 대한 공습이 이뤄져 사상자가 발생했다고 합니다. 동 지역은 통상 안전하다고 여겨져온 기독교 거주지이며, 최근 이스라엘은 헤즈볼라와 이란 혁명수비대 인원을 겨냥, 특정 지역(기독교 마을 포함)에 국한되지 않고 예고 없는 공습을 진행하고 있습니다. 우리 국민께서는 사실상 레바논내 안전한 지역이 없다는 인식하에 신변 안전에 유의하시기 바라며, 가용한 민항편을 통해 가급적 조속히 출국하실것을 강력히 권고드립니다. 주레바논대사관 드림",,장기
레바논,Lebanon,LB,중동,2026-04-04,[ 중요 : 안전 공지 ] 마스나 검문소(레바논-시리아 국경) 및 M30 도로 소개령,"[ 중요 : 안전 공지 ] 마스나 검문소(레바논-시리아 국경) 및 M30 도로 소개령 금 4.4(토) 21:30분경 이스라엘군(IDF)은 레바논-시리아 국경의 마스나(Masnaa) 검문소 및 인근 M30 도로 일대를 대상으로 한 공습 계획을 공식적으로 발표하고, 해당 지역을 지도상 특정하여 즉각적인 대피를 촉구했습니다. 이는 단순 경고를 넘어 실제 타격 가능성이 높은 긴급 단계로 평가되며, 특히 베카 동부 및 국경 인접 지역 전반에 걸쳐 안전 상황이 급격히 악화될 가능성을 배제하기 어렵습니다. 이에 따라 우리 국민들께서는 마스나 검문소 및 M30 도로 일대 접근과 통과를 즉시 중단하시고, 이미 인근에 체류 중인 경우에는 지체 없이 안전지역으로 이동하여 주시기 바랍니다. 또한 당분간 베카 동부 및 국경 인접 지역으로의 이동은 전면 자제하고, 야간 이동 및 불필요한 외출을 삼가며, 이동 시에도 군사시설이나 검문소, 차량 집결지 등 잠재적 표적이 될 수 있는 장소는 철저히 회피하시기 바랍니다. 아울러 시리아는 현재 여행금지국가(여행경보 4단계)로 지정되어 있는바, 정부의 사전 허가 없이 입국하거나 체류가 금지되어 있음을 상기드립니다. 안전 확보를 이유로 하더라도 시리아 방향으로의 이동은 안전상 위험을 초래할 수 있음을 각별히 유의해 주시기 바랍니다. 현 상황은 단기간 내 급격히 변화할 수 있는 만큼, 모든 국민들께서는 상황의 엄중함을 인식하고 선제적인 안전 확보 조치를 취해주시기 바랍니다. 공관은 관련 동향을 면밀히 주시하며, 추가적인 변동 사항이 있을 경우 신속히 안내드릴 예정입니다.",,판단보류
레바논,Lebanon,LB,중동,2026-04-02,(레바논) 중동 지역 내 미국 ICT 및 AI 기업 공격 위협 관련,"이란혁명군수비대(IRGC) 측은 3.31(화) 성명을 통해 미국의 정보통신 및 AI 관련 기업들이 미국의 테러 행위를 돕고 있다며, 4.1(수) 20시(이란시간)부터 중동 지역 내 아래 18개 미국 기업에 대한 공격을 감행할 것이라고 하면서, 동 기업 근로자들은 즉각 철수하고 인근 지역 주민들도 동 기업 반경 1KM 이내 접근하지 말 것을 경고한 바 있습니다. 이란측이 거론한 기업 : Cisco, HP, Intel, Oracle, Microsoft, Apple, Google, Meta, IBM, Dell, Palantir, Nvidia, JPMorgan, Tesla, General Eletric, Spire Solutions, G42, Boeing 상기 관련, 레바논에 체류하시는 우리 국민께서는 미국 기업 및 미국 관련 기관에 대한 방문을 자제하시고 안전한 곳에 머무르실 것을 권고드립니다. 아울러 레바논 정세 악화 및 분쟁 장기화 가능성을 감안, 가급적 이른 시일 내에 가용한 민항편 등을 통해 출국하실 것을 강력히 권고드립니다.",,단기
레바논,Lebanon,LB,중동,2026-04-01,[ 안전공지 : 중동 지역 내 미국 ICT 및 AI 기업 공격 위협 관련 ],"[ 안전공지 : 중동 지역 내 미국 ICT 및 AI 기업 공격 위협 관련 ] 이란혁명군수비대(IRGC) 측은 3.31(화) 성명을 통해 미국의 정보통신 및 AI 관련 기업들이 미국의 테러 행위를 돕고 있다며, 4.1(수) 20시(이란시간)부터 중동 지역 내 아래 18개 미국 기업에 대한 공격을 감행할 것이라고 하면서, 동 기업 근로자들은 즉각 철수하고 인근 지역 주민들도 동 기업 반경 1KM 이내 접근하지 말 것을 경고한 바 있습니다. 이란측이 거론한 기업 : Cisco, HP, Intel, Oracle, Microsoft, Apple, Google, Meta, IBM, Dell, Palantir, Nvidia, JPMorgan, Tesla, General Eletric, Spire Solutions, G42, Boeing 상기 관련, 레바논에 체류하시는 우리 국민께서는 미국 기업 및 미국 관련 기관에 대한 방문을 자제하시고 안전한 곳에 머무르실 것을 권고드립니다. 아울러 레바논 정세 악화 및 분쟁 장기화 가능성을 감안, 가급적 이른 시일 내에 가용한 민항편 등을 통해 출국하실 것을 강력히 권고드립니다. 주레바논대한민국대사관",,단기
레바논,Lebanon,LB,중동,2026-03-31,[ 안전공지 : 동부 베이루트(Tal el Zaatar) 공습 ],"[ 안전공지 : 동부 베이루트(Tal el Zaatar) 공습 ] 언론 등에 따르면 이스라엘군(IDF)이 18:20경 베이루트 동부 Tal el Zaatar를 공습했습니다. 금일 베이루트 지역을 대상으로 다수 공습이 이뤄지고 있는 만큼 우리 국민들께서는 베이루트 방문을 자제하시고, 안전한 곳에 머무르시기 바랍니다. 공습 등으로 인해 긴급대피를 비롯한 조력이 필요하신 경우 대사관으로 연락주시기 바랍니다. 추가 상황이 확인되는 대로 대사관에서 공지드리겠습니다. 주레바논대한민국대사관",,단기
레바논,Lebanon,LB,중동,2026-03-31,[ 안전공지 : 베이루트 공항 인근 Haret Hreik 공습 예고 ],"[ 안전공지 : 베이루트 공항 인근 Haret Hreik 공습 예고 ] 이스라엘군(IDF)은 15:45경 베이루트 공항 인근 Harek Hreik 내 건물로부터 즉시 대피할 것을 경고했습니다. 동 건물은 공항으로 이어지는 M51도로에 인접해있는바, 동 도로를 이용하실 계획이 있으신 교민께서는 안전에 유의하시기 바랍니다. 아울러, 금일 베이루트 남부 교외 지역을 대상으로 한 공습이 반복적으로 이뤄지고 있습니다. 우리 국민들께서는 베이루트 방문을 자제하시고, 안전한 곳에 머무르시기 바랍니다. 특히 베이루트 공항으로 이동하시는 경우에는 상황을 충분히 확인하시고 대사관의 이동 지원을 받으시기 바랍니다. 추가 상황이 확인되는 대로 대사관에서 공지드리겠습니다. 주레바논대한민국대사관",,단기
레바논,Lebanon,LB,중동,2026-03-31,(레바논) 미국계 대학 캠퍼스 접근 자제,"이란 혁명수비대는 3.30(월)까지 미국.이스라엘의 이란내 2개 대학에 대한 공격에 대한 보복 조치로 중동 지역내 미국계 대학 컴퍼스를 정당한 공격 대상으로 간주된다고 발표했습니다. 레바논에 체류하시는 우리 국민께서는 레바논내 베이루트아메리칸대학(AUB), 레바논아메리칸대학(LAU) 등 미국계 대학과 관련시설, 기타 미국 관련 시설에 대한 접근을 자제하실 것으로 권고드립니다. 아울러, 엄중한 레바논내 정세를 감안해, 현재 가용한 민항편, 대사관이 주도하는 대피 등을 통해 조속히 레바논으로부터 출국하실 것을 강력히 권고드립니다.",,단기
레바논,Lebanon,LB,중동,2026-03-30,[ 안전공지 : 미국계 대학 캠퍼스 접근 자제 ],"[ 안전공지 : 미국계 대학 캠퍼스 접근 자제 ] 이란 혁명수비대는 3.30(월)까지 미국.이스라엘의 이란내 2개 대학에 대한 공격에 대한 보복 조치로 중동 지역내 미국계 대학 컴퍼스를 정당한 공격 대상으로 간주된다고 발표했습니다. 레바논에 체류하시는 우리 국민께서는 레바논내 베이루트아메리칸대학(AUB), 레바논아메리칸대학(LAU) 등 미국계 대학과 관련시설, 기타 미국 관련 시설에 대한 접근을 자제하실 것으로 권고드립니다. 아울러, 엄중한 레바논내 정세를 감안해, 현재 가용한 민항편, 대사관이 주도하는 대피 등을 통해 조속히 레바논으로부터 출국하실 것을 강력히 권고드립니다. 감사합니다. 주레바논대사관",,단기
레바논,Lebanon,LB,중동,2026-03-29,(레바논) [긴급 안전공지] 베이루트 일대 소닉붐 발생 안전공지,"3.28 22:00경 베이루트 및 마운트 레바논 일대에서 전투기의 배행에 따른 소닉붐(음속 돌파로 인한 굉음)이 발생하고 있습니다. 이로 인해 실제 폭발과 유사한 큰 소리가 들릴 수 있어 불안감이 증폭될 수 있으며, 무엇보다 갑작스러운 충격음으로 인한 안전사고에 각별한 주의가 필요합니다. 이에 따라 우리 국민들께서는 불필요한 외출을 자제하시고, 가급적 실내에 머무르시기 바랍니다. 또한 유리창이나 낙하물 위험이 있는 장소에서 벗어나고, 창문 인근에 장시간 머무르는 것을 삼가시는 등 기본적인 안전 수칙을 철저히 준수해 주시기 바랍니다. 우리 공관은 관련 상황을 면밀히 모니터링하고 있으며, 추가적인 동향이 확인되는 경우 신속히 안내드리겠습니다.",,단기
레바논,Lebanon,LB,중동,2026-03-29,[긴급 안전공지] 베이루트 일대 소닉붐 발생 안전공지,"[긴급 안전공지] 베이루트 일대 소닉붐 발생 안전공지 3.28 22:00경 베이루트 및 마운트 레바논 일대에서 전투기의 배행에 따른 소닉붐(음속 돌파로 인한 굉음)이 발생하고 있습니다. 이로 인해 실제 폭발과 유사한 큰 소리가 들릴 수 있어 불안감이 증폭될 수 있으며, 무엇보다 갑작스러운 충격음으로 인한 안전사고에 각별한 주의가 필요합니다. 이에 따라 우리 국민들께서는 불필요한 외출을 자제하시고, 가급적 실내에 머무르시기 바랍니다. 또한 유리창이나 낙하물 위험이 있는 장소에서 벗어나고, 창문 인근에 장시간 머무르는 것을 삼가시는 등 기본적인 안전 수칙을 철저히 준수해 주시기 바랍니다. 우리 공관은 관련 상황을 면밀히 모니터링하고 있으며, 추가적인 동향이 확인되는 경우 신속히 안내드리겠습니다.",,단기
레바논,Lebanon,LB,중동,2026-03-24,(레바논) 베이루트 하즈미에 지역 공습 관련 안전 공지,"이스라엘군(IDF)이 금일(3.23.) 오후 4시경 베이루트 하즈미에 지역인 Mar Takla의 한 아파트에 공습을 실시하여 최소 1명(쿠드수군 추정)이 사망한 것으로 확인되었습니다. 동 지역은 하즈미에 Backyard(상점, 음식점 밀집 지역) 및 고속도로와 가까운 지역이고, 상대적으로 치안이 보장된 주거지였던바, 향후 기독교 지역을 포함한 레바논 전역에 대한 표적 공습이 지속될 것이 우려됩니다. 또한 이스라엘군(IDF)은 금일 베이루트 남부 교외 다히예 지역에 대한 소개령을 재차 발령했습니다. 우리 국민들께서는 베이루트 방문을 자제해주시기 바라며, 인근에 계실 경우 가능한 한 신속히 안전한 장소로 이동하신 후, 외출을 자제하시기 바랍니다. 아울러, 엄중한 레바논 정세를 고려, 현재 레바논에 체류중인 우리 교민께서는 자신과 가족의 안전을 위해 민항편과 대사관 주도 대피 등을 통해 조속히 출국하실 것을 다시한번 강력히 권고드립니다. 추가 상황이 확인되는 대로 대사관에서 즉시 공지드리겠습니다. 주레바논대한민국대사관",,단기
레바논,Lebanon,LB,중동,2026-03-24,베이루트 하즈미에 지역 공습 관련 안전 공지,"[베이루트 하즈미에 지역 공습 관련 안전 공지] 이스라엘군(IDF)이 금일(3.23.) 오후 4시경 베이루트 하즈미에 지역인 Mar Takla의 한 아파트에 공습을 실시하여 최소 1명(쿠드수군 추정)이 사망한 것으로 확인되었습니다. 동 지역은 하즈미에 Backyard(상점, 음식점 밀집 지역) 및 고속도로와 가까운 지역이고, 상대적으로 치안이 보장된 주거지였던바, 향후 기독교 지역을 포함한 레바논 전역에 대한 표적 공습이 지속될 것이 우려됩니다. 또한 이스라엘군(IDF)은 금일 베이루트 남부 교외 다히예 지역에 대한 소개령을 재차 발령했습니다. 우리 국민들께서는 베이루트 방문을 자제해주시기 바라며, 인근에 계실 경우 가능한 한 신속히 안전한 장소로 이동하신 후, 외출을 자제하시기 바랍니다. 아울러, 엄중한 레바논 정세를 고려, 현재 레바논에 체류중인 우리 교민께서는 자신과 가족의 안전을 위해 민항편과 대사관 주도 대피 등을 통해 조속히 출국하실 것을 다시한번 강력히 권고드립니다. 추가 상황이 확인되는 대로 대사관에서 즉시 공지드리겠습니다. 주레바논대한민국대사관",,단기
레바논,Lebanon,LB,중동,2026-03-23,(레바논) 여행금지 구역 선교 활동 금지,"최근 레바논 전반의 안보 상황이 급격히 악화됨에 따라, 우리 정부는 현지시간 3.20.(금) 13:00부로 바알벡-헤르멜주 및 베카주 일부 지역(서베카구, 라샤야구)에 대해 여행금지 조치를 추가로 발령하였습니다. 그럼에도 불구하고, 주재국 당국에 따르면 일부 우리 국민이 여행금지 구역(레바논 남부, 바알벡 등)을 출입하며 종교활동을 하고 있는 사례가 확인되었습니다. 이와 같은 행위는 「여권법」 위반에 해당할 수 있으며, 적발 시 형사처벌 및 여권 무효화 등 법적 제재가 부과될 수 있습니다. 아울러, 분쟁 지역에서의 종교활동은 개인의 신변 안전을 심각하게 위협할 뿐 아니라, 현지 사회와의 긴장을 유발하여 우리 국민 전체의 안전에도 부정적인 영향을 미칠 수 있습니다. 특히, 이러한 사례가 외부에 알려질 경우 레바논 한인사회 전반에 대한 부정적인 인식이 확산될 수 있으며, 향후 정부 차원의 추가적인 제한 조치 검토로 이어질 수 있습니다. 따라서 현재 여행금지 구역내 종교활동을 하고 계신 경우 즉각 중단해주시기 바라며, 주변에 관련 활동을 하시는 분을 아시는 경우 즉각 중단토록 권유하시거나 대사관에 공유하여 관련조치가 취해질수 있도록 해주시기 바랍니다. 현재 레바논 전역에서 무력충돌이 확대되고 있는 상황으로, 여행금지 지역이 아닌 곳에서도 안전을 보장할 수 없습니다. 우리 국민께서는 민항편 또는 공관의 이동 지원을 활용하여 가능한 한 조속히 레바논을 출국하시기를 다시 한번 강력히 권고드립니다.",,장기
레바논,Lebanon,LB,중동,2026-03-23,(레바논) 전역 상황 악화에 대한 안전공지,"최근 현지 언론 보도 등에 따르면, 특정 무장조직 및 관련 인원들이 베이루트를 포함한 레바논 전역에서 일반 아파트 및 사무공간을 임차하여 은밀한 활동 거점으로 활용하고 있는 정황이 제기되고 있습니다. 일반 주거지뿐 아니라 그간 상대적으로 안전하다고 인식되어 온 기독교 인구 밀집 지역에까지 표적 인물의 은거가 이루어지고 있는 정황이 제기되고 있으며, 이에 따라 레바논 전역에 대한 공습 및 작전 수행 과정에서 부수적 피해(collateral damage)가 현실화될 가능성이 점차 높아지고 있습니다. 레바논에 체류하고 계시는 우리 국민들께서는, 레바논내 안전 확보가 더욱 어려운 상황이 되어가고 있음을 인지하시고, 가급적 가용한 민항편 또는 향후 시행될 수 있는 정부 주도 대피 수단을 통해 신속히 출국할 것을 다시한번 강력히 권고드립니다. 피치 못할 사정으로 레바논에 한동안 체류하셔야할 경우, 불필요한 이동을 자제하고, 상황 악화 시에는 지체 없이 안전 확보 조치를 취해 주시기 바랍니다.",,단기
레바논,Lebanon,LB,중동,2026-03-23,"중동항공(MEA) 예약 가능한 운항 항공 목록(3.23, 14:00 기준)",,https://overseas.mofa.go.kr/upload/se2/19ab547b-dfbf-4dd8-b432-f442895cef17.jpg | https://overseas.mofa.go.kr/upload/se2/3126cea7-5ce8-40a0-88cc-b098ff5e9556.jpg,판단보류
레바논,Lebanon,LB,중동,2026-03-23,레바논 내 여행금지 구역 선교 활동 금지,"[레바논 내 여행금지 구역 선교 활동 금지] 최근 레바논 전반의 안보 상황이 급격히 악화됨에 따라, 우리 정부는 현지시간 3.20.(금) 13:00부로 바알벡-헤르멜주 및 베카주 일부 지역(서베카구, 라샤야구)에 대해 여행금지 조치를 추가로 발령하였습니다. 그럼에도 불구하고, 주재국 당국에 따르면 일부 우리 국민이 여행금지 구역(레바논 남부, 바알벡 등)을 출입하며 종교활동을 하고 있는 사례가 확인되었습니다. 이와 같은 행위는 「여권법」 위반에 해당할 수 있으며, 적발 시 형사처벌 및 여권 무효화 등 법적 제재가 부과될 수 있습니다. 아울러, 분쟁 지역에서의 종교활동은 개인의 신변 안전을 심각하게 위협할 뿐 아니라, 현지 사회와의 긴장을 유발하여 우리 국민 전체의 안전에도 부정적인 영향을 미칠 수 있습니다. 특히, 이러한 사례가 외부에 알려질 경우 레바논 한인사회 전반에 대한 부정적인 인식이 확산될 수 있으며, 향후 정부 차원의 추가적인 제한 조치 검토로 이어질 수 있습니다. 따라서 현재 여행금지 구역내 종교활동을 하고 계신 경우 즉각 중단해주시기 바라며, 주변에 관련 활동을 하시는 분을 아시는 경우 즉각 중단토록 권유하시거나 대사관에 공유하여 관련조치가 취해질수 있도록 해주시기 바랍니다. 현재 레바논 전역에서 무력충돌이 확대되고 있는 상황으로, 여행금지 지역이 아닌 곳에서도 안전을 보장할 수 없습니다. 우리 국민께서는 민항편 또는 공관의 이동 지원을 활용하여 가능한 한 조속히 레바논을 출국하시기를 다시 한번 강력히 권고드립니다.",,장기
레바논,Lebanon,LB,중동,2026-03-22,[ 레바논 전역 상황 악화에 대한 안전공지],"[ 레바논 전역 상황 악화에 대한 안전공지] 최근 현지 언론 보도 등에 따르면, 특정 무장조직 및 관련 인원들이 베이루트를 포함한 레바논 전역에서 일반 아파트 및 사무공간을 임차하여 은밀한 활동 거점으로 활용하고 있는 정황이 제기되고 있습니다. 일반 주거지뿐 아니라 그간 상대적으로 안전하다고 인식되어 온 기독교 인구 밀집 지역에까지 표적 인물의 은거가 이루어지고 있는 정황이 제기되고 있으며, 이에 따라 레바논 전역에 대한 공습 및 작전 수행 과정에서 부수적 피해(collateral damage)가 현실화될 가능성이 점차 높아지고 있습니다. 레바논에 체류하고 계시는 우리 국민들께서는, 레바논내 안전 확보가 더욱 어려운 상황이 되어가고 있음을 인지하시고, 가급적 가용한 민항편 또는 향후 시행될 수 있는 정부 주도 대피 수단을 통해 신속히 출국할 것을 다시한번 강력히 권고드립니다. 피치 못할 사정으로 레바논에 한동안 체류하셔야할 경우, 불필요한 이동을 자제하고, 상황 악화 시에는 지체 없이 안전 확보 조치를 취해 주시기 바랍니다. 감사합니다.",,단기
레바논,Lebanon,LB,중동,2026-03-20,(레바논) 폭격시 안전 행동요령,"ㅇ 즉시 가장 가까운 안전한 실내 엄폐 장소로 이동 - 밖으로 나가 상황을 보거나 사진·영상 촬영 금지 - 폭발 충격파 및 유리·건물 파편으로 인한 2차 피해 위험 주의 ㅇ 외부에 있을 경우 - 교량 하부(언더패스) - 지하 주차장 등 지하 공간으로 대피 ㅇ 건물 내부에 있을 경우 - 외벽·창문에서 최대한 떨어진 장소 - 외부와 사이에 최소 두 겹 이상의 벽이 있는 공간 - 창문 없는 복도·통로 - 건물 중앙부 공간 - 지하 또는 지하로 내려가는 계단 주변 - 복도 문은 닫아두기 - 창문이 있으면 반드시 닫기 ㅇ 엄폐 시 원칙 - 하늘에서 직접 보이지 않는 위치 선택 - 가능하면 더 깊고 아래쪽 공간으로 이동 - 창문·외벽과 거리 확보 - 연락·메시지 확인보다 안전 확보가 우선 ㅇ 추가 대비 - 단수 가능성에 대비해 욕조·대형 용기에 물 저장 (식수, 조리, 위생 및 화장실 용도 사용 가능)",,단기
레바논,Lebanon,LB,중동,2026-03-20,[레바논 내 여행금지 구역 확대 안전 공지],"[레바논 내 여행금지 구역 확대 안전 공지] 최근 이스라엘의 레바논 남부에서의 지상작전 강화, 바알벡 및 베카 등에 대한 지속적인 공습 및 소개령 등을 감안, 바알벡-헤르멜주, 베카주 일부 지역(서베카구 및 라샤야구)에 대해 흑색 여행경보(4단계, 여행금지)가 한국시간 기준 금일 20:00부로 추가 발령될 예정입니다. 이에 따라 레바논 남부 및 나바티예주, 베이루트 남부 교외 다히예 지역, 바알벡-헤르멜주, 베카주 일부 지역(서베카구 및 라샤야구)에 대해서는 여권법에 따라 지정된 사유를 제외하고는 출입을 금지됨을 알려드립니다. 아울러 현재 레바논내 여행금지 구역으로 지정되지 않은 지역에서도 무력충돌 확대 추세에 따라 안전이 보장되지 않으니, 레바논에 체류하시는 교민께서는 자신과 가족의 안전을 위해 민항편 및 대사관 이동 지원 등을 통해 조속히 안전한 곳으로 출국하실것을 다시한번 강력히 권고드립니다. 레바논 내 여행금지 지역(아래 지도 참고) : 남부 이스라엘 접경 지역(블루라인으로부터 5KM포함), 남부주, 나바티예주, 다히예 일부 지역(베이루트 공항 및 M51도로 제외), 바알벡-헤르멜주, 베카주 일부(서베카구 및 라샤야구)",https://overseas.mofa.go.kr/upload/se2/c714f402-82de-40af-8d90-65af1fa402f8.jpg,판단보류
